city_name,date,temp,rain,wind_direction,wind_power,humidity
海淀,更新于：2018-08-30 12:20发布,24.1℃,0mm,西南风,微风,83%
丰台,更新于：2018-08-30 12:20发布,23.6℃,0mm,西南风,微风,81%
朝阳,更新于：2018-08-30 12:20发布,23.6℃,0mm,西风,微风,78%
北京,更新于：2018-08-30 13:20发布,24℃,0mm,西北风,微风,73%
延庆,更新于：2018-08-30 13:20发布,21.9℃,0mm,东北风,微风,78%
通州,更新于：2018-08-30 13:20发布,23.6℃,0.1mm,西南风,微风,89%
顺义,更新于：2018-08-30 13:20发布,24.5℃,0mm,西南风,微风,71%
平谷,更新于：2018-08-30 13:20发布,23.8℃,0mm,西南风,微风,83%
密云,更新于：2018-08-30 13:20发布,23.7℃,0mm,西南风,微风,87%
门头沟,更新于：2018-08-30 13:20发布,24.5℃,0.1mm,西南风,微风,57%
怀柔,更新于：2018-08-30 13:20发布,23.4℃,0mm,西南风,微风,89%
房山,更新于：2018-08-30 13:20发布,24℃,0mm,西南风,微风,71%
大兴,更新于：2018-08-30 13:20发布,23.4℃,0mm,西南风,微风,75%
昌平,更新于：2018-08-30 13:20发布,24.8℃,0mm,西南风,微风,73%
石景山,更新于：2018-08-30 13:20发布,25.5℃,0mm,西南风,微风,58%
海淀,更新于：2018-08-30 13:20发布,25℃,0mm,西南风,微风,69%
丰台,更新于：2018-08-30 13:20发布,25.3℃,0mm,西北风,微风,64%
朝阳,更新于：2018-08-30 13:20发布,24.9℃,0mm,西南风,微风,69%
北京,更新于：2018-08-30 14:20发布,24.7℃,0mm,西北风,微风,65%
延庆,更新于：2018-08-30 14:20发布,24.1℃,0mm,西南风,微风,62%
通州,更新于：2018-08-30 14:20发布,24.8℃,0mm,西北风,微风,77%
顺义,更新于：2018-08-30 14:20发布,25.3℃,0mm,西北风,微风,69%
平谷,更新于：2018-08-30 14:20发布,25.7℃,0mm,西北风,微风,70%
密云,更新于：2018-08-30 14:20发布,24.2℃,0mm,西南风,微风,82%
门头沟,更新于：2018-08-30 14:20发布,24.7℃,0mm,西南风,微风,61%
怀柔,更新于：2018-08-30 14:20发布,24.8℃,0mm,西南风,微风,80%
房山,更新于：2018-08-30 14:20发布,25℃,0mm,西南风,微风,62%
大兴,更新于：2018-08-30 14:20发布,24.9℃,0mm,西北风,微风,62%
昌平,更新于：2018-08-30 14:20发布,25.7℃,0mm,西南风,微风,68%
石景山,更新于：2018-08-30 14:20发布,25.4℃,0mm,西南风,微风,55%
海淀,更新于：2018-08-30 14:20发布,25℃,0mm,西南风,微风,63%
丰台,更新于：2018-08-30 14:20发布,25.7℃,0mm,西南风,微风,60%
朝阳,更新于：2018-08-30 14:20发布,25.4℃,0mm,西风,微风,63%
北京,更新于：2018-08-30 15:20发布,25.5℃,0mm,西南风,微风,61%
延庆,更新于：2018-08-30 15:20发布,24.5℃,0mm,西南风,微风,62%
通州,更新于：2018-08-30 15:20发布,25.2℃,0mm,西南风,微风,71%
顺义,更新于：2018-08-30 15:20发布,26.1℃,0mm,西南风,微风,59%
平谷,更新于：2018-08-30 15:20发布,25.7℃,0mm,西北风,微风,65%
密云,更新于：2018-08-30 15:20发布,25℃,0mm,西南风,微风,78%
门头沟,更新于：2018-08-30 15:20发布,25℃,0mm,西南风,微风,57%
怀柔,更新于：2018-08-30 15:20发布,26.5℃,0mm,西南风,微风,66%
房山,更新于：2018-08-30 15:20发布,25.7℃,0mm,西南风,微风,59%
大兴,更新于：2018-08-30 15:20发布,26.1℃,0mm,东南风,微风,56%
昌平,更新于：2018-08-30 15:20发布,25.7℃,0mm,西南风,微风,53%
石景山,更新于：2018-08-30 15:20发布,25.3℃,0mm,西南风,微风,56%
海淀,更新于：2018-08-30 15:20发布,25.1℃,0mm,西南风,微风,62%
丰台,更新于：2018-08-30 15:20发布,26.1℃,0mm,西南风,微风,56%
朝阳,更新于：2018-08-30 15:20发布,26℃,0mm,西南风,微风,57%
北京,更新于：2018-08-30 16:20发布,26.1℃,0mm,西南风,微风,53%
延庆,更新于：2018-08-30 16:20发布,24℃,0mm,南风,微风,58%
通州,更新于：2018-08-30 16:20发布,25.8℃,0mm,西北风,微风,65%
顺义,更新于：2018-08-30 16:20发布,26.3℃,0mm,西北风,微风,59%
平谷,更新于：2018-08-30 16:20发布,26℃,0mm,西北风,微风,62%
密云,更新于：2018-08-30 16:20发布,26.1℃,0mm,西南风,微风,68%
门头沟,更新于：2018-08-30 16:20发布,25.2℃,0mm,西南风,微风,58%
怀柔,更新于：2018-08-30 16:20发布,26.6℃,0mm,西南风,微风,62%
房山,更新于：2018-08-30 16:20发布,26℃,0mm,西南风,微风,59%
大兴,更新于：2018-08-30 16:20发布,26.2℃,0mm,西南风,微风,53%
昌平,更新于：2018-08-30 16:20发布,25.8℃,0mm,东北风,微风,55%
石景山,更新于：2018-08-30 16:20发布,25.6℃,0mm,西南风,微风,56%
海淀,更新于：2018-08-30 16:20发布,24.8℃,0mm,西南风,微风,64%
丰台,更新于：2018-08-30 16:20发布,26.4℃,0mm,西南风,微风,57%
朝阳,更新于：2018-08-30 16:20发布,26.1℃,0mm,西南风,微风,53%
北京,更新于：2018-08-30 17:20发布,26℃,0mm,西南风,微风,58%
延庆,更新于：2018-08-30 17:20发布,24℃,0mm,西南风,微风,59%
通州,更新于：2018-08-30 17:20发布,25.4℃,0mm,西北风,微风,66%
顺义,更新于：2018-08-30 17:20发布,26.8℃,0mm,西南风,微风,54%
平谷,更新于：2018-08-30 17:20发布,25.7℃,0mm,西北风,微风,65%
密云,更新于：2018-08-30 17:20发布,26℃,0mm,西北风,微风,71%
门头沟,更新于：2018-08-30 17:20发布,25.2℃,0mm,西南风,微风,61%
怀柔,更新于：2018-08-30 17:20发布,26.3℃,0mm,西南风,微风,59%
房山,更新于：2018-08-30 17:20发布,25.1℃,0mm,西南风,微风,68%
大兴,更新于：2018-08-30 17:20发布,26.1℃,0mm,西南风,微风,54%
昌平,更新于：2018-08-30 17:20发布,26℃,0mm,西北风,微风,55%
石景山,更新于：2018-08-30 17:20发布,25.5℃,0mm,西南风,微风,56%
海淀,更新于：2018-08-30 17:20发布,24.9℃,0mm,西南风,微风,65%
丰台,更新于：2018-08-30 17:20发布,27.3℃,0mm,西风,微风,55%
朝阳,更新于：2018-08-30 17:20发布,26.1℃,0mm,西南风,微风,54%
北京,更新于：2018-08-30 18:20发布,25.5℃,0mm,西南风,微风,58%
延庆,更新于：2018-08-30 18:20发布,23.5℃,0mm,西北风,微风,63%
通州,更新于：2018-08-30 18:20发布,24.3℃,0mm,东南风,微风,82%
顺义,更新于：2018-08-30 18:20发布,26℃,0mm,西南风,微风,55%
平谷,更新于：2018-08-30 18:20发布,25.4℃,0mm,西南风,微风,69%
密云,更新于：2018-08-30 18:20发布,24.6℃,0mm,西南风,微风,74%
门头沟,更新于：2018-08-30 18:20发布,24.7℃,0mm,西南风,微风,65%
怀柔,更新于：2018-08-30 18:20发布,25℃,0mm,西南风,微风,62%
房山,更新于：2018-08-30 18:20发布,24.8℃,0mm,西南风,微风,72%
大兴,更新于：2018-08-30 18:20发布,24.6℃,0mm,西南风,微风,63%
昌平,更新于：2018-08-30 18:20发布,25.4℃,0mm,西南风,微风,54%
石景山,更新于：2018-08-30 18:20发布,24.8℃,0mm,西南风,微风,64%
海淀,更新于：2018-08-30 18:20发布,24℃,0mm,西南风,微风,71%
丰台,更新于：2018-08-30 18:20发布,25.5℃,0mm,西南风,微风,61%
朝阳,更新于：2018-08-30 18:20发布,26.1℃,0mm,西南风,微风,55%
北京,更新于：2018-08-30 19:20发布,23.8℃,0mm,西南风,微风,66%
延庆,更新于：2018-08-30 19:20发布,21.9℃,0mm,-,-,71%
通州,更新于：2018-08-30 19:20发布,22℃,0mm,东南风,微风,94%
顺义,更新于：2018-08-30 19:20发布,23.2℃,0mm,东北风,微风,72%
平谷,更新于：2018-08-30 19:20发布,22.4℃,0mm,东北风,微风,87%
密云,更新于：2018-08-30 19:20发布,22.4℃,0mm,东南风,微风,89%
门头沟,更新于：2018-08-30 19:20发布,23.3℃,0mm,西南风,微风,75%
怀柔,更新于：2018-08-30 19:20发布,22.2℃,0mm,西北风,微风,85%
房山,更新于：2018-08-30 19:20发布,21.9℃,0mm,-,-,89%
大兴,更新于：2018-08-30 19:20发布,22.1℃,0mm,-,-,77%
昌平,更新于：2018-08-30 19:20发布,23.1℃,0mm,西北风,微风,72%
石景山,更新于：2018-08-30 19:20发布,22.3℃,0mm,东北风,微风,79%
海淀,更新于：2018-08-30 19:20发布,21.6℃,0mm,-,-,84%
丰台,更新于：2018-08-30 19:20发布,22.4℃,0mm,-,-,80%
朝阳,更新于：2018-08-30 19:20发布,23.4℃,0mm,东南风,微风,72%
北京,更新于：2018-08-30 20:20发布,23.3℃,0mm,东南风,微风,71%
延庆,更新于：2018-08-30 20:20发布,20℃,0mm,东南风,微风,80%
通州,更新于：2018-08-30 20:20发布,20.7℃,0mm,东南风,微风,97%
顺义,更新于：2018-08-30 20:20发布,21.9℃,0mm,西南风,微风,78%
平谷,更新于：2018-08-30 20:20发布,21.1℃,0mm,东南风,微风,90%
密云,更新于：2018-08-30 20:20发布,20.6℃,0mm,东北风,微风,98%
门头沟,更新于：2018-08-30 20:20发布,21.7℃,0mm,西北风,微风,80%
怀柔,更新于：2018-08-30 20:20发布,20.5℃,0mm,西北风,微风,85%
房山,更新于：2018-08-30 20:20发布,20.5℃,0mm,西南风,微风,95%
大兴,更新于：2018-08-30 20:20发布,20.4℃,0mm,西南风,微风,88%
昌平,更新于：2018-08-30 20:20发布,21.3℃,0mm,西北风,微风,82%
石景山,更新于：2018-08-30 20:20发布,21.5℃,0mm,西北风,微风,84%
海淀,更新于：2018-08-30 20:20发布,20.5℃,0mm,东南风,微风,92%
丰台,更新于：2018-08-30 20:20发布,21.6℃,0mm,西南风,微风,85%
朝阳,更新于：2018-08-30 20:20发布,21.7℃,0mm,西南风,微风,82%
北京,更新于：2018-08-30 21:20发布,22.1℃,0mm,西南风,微风,77%
延庆,更新于：2018-08-30 21:20发布,19.3℃,0mm,东南风,微风,85%
通州,更新于：2018-08-30 21:20发布,20℃,0mm,-,-,98%
顺义,更新于：2018-08-30 21:20发布,21.2℃,0mm,-,-,87%
平谷,更新于：2018-08-30 21:20发布,20.3℃,0mm,东北风,微风,93%
密云,更新于：2018-08-30 21:20发布,19.8℃,0mm,-,-,100%
门头沟,更新于：2018-08-30 21:20发布,20.8℃,0mm,西北风,微风,87%
怀柔,更新于：2018-08-30 21:20发布,19.7℃,0mm,西北风,微风,89%
房山,更新于：2018-08-30 21:20发布,20.2℃,0mm,西南风,微风,96%
大兴,更新于：2018-08-30 21:20发布,20.7℃,0mm,西南风,微风,86%
昌平,更新于：2018-08-30 21:20发布,20.8℃,0mm,西北风,微风,83%
石景山,更新于：2018-08-30 21:20发布,20.6℃,0mm,西北风,微风,88%
海淀,更新于：2018-08-30 21:20发布,20℃,0mm,东南风,微风,95%
丰台,更新于：2018-08-30 21:20发布,21.5℃,0mm,西南风,微风,88%
朝阳,更新于：2018-08-30 21:20发布,21.3℃,0mm,-,-,86%
海淀,更新于：2018-08-30 22:20发布,19.7℃,0mm,-,-,97%
丰台,更新于：2018-08-30 22:20发布,20.9℃,0mm,西北风,微风,90%
朝阳,更新于：2018-08-30 22:20发布,21.3℃,0mm,-,-,87%
北京,更新于：2018-08-30 22:20发布,21.8℃,0mm,西南风,微风,78%
延庆,更新于：2018-08-30 22:20发布,18.7℃,0mm,东北风,微风,84%
通州,更新于：2018-08-30 22:20发布,19.5℃,0mm,-,-,99%
顺义,更新于：2018-08-30 22:20发布,21℃,0mm,东北风,微风,86%
平谷,更新于：2018-08-30 22:20发布,19.6℃,0mm,东南风,微风,95%
密云,更新于：2018-08-30 22:20发布,19.2℃,0mm,东北风,微风,100%
门头沟,更新于：2018-08-30 22:20发布,20.5℃,0mm,西北风,微风,89%
怀柔,更新于：2018-08-30 22:20发布,18.9℃,0mm,东北风,微风,92%
房山,更新于：2018-08-30 22:20发布,20.1℃,0mm,西南风,微风,96%
大兴,更新于：2018-08-30 22:20发布,19.4℃,0mm,西南风,微风,92%
昌平,更新于：2018-08-30 22:20发布,20.3℃,0mm,东北风,微风,84%
石景山,更新于：2018-08-30 22:20发布,20℃,0mm,西北风,微风,91%
北京,更新于：2018-08-30 23:20发布,21℃,0mm,西南风,微风,83%
延庆,更新于：2018-08-30 23:20发布,18.1℃,0mm,东北风,微风,89%
通州,更新于：2018-08-30 23:20发布,19.1℃,0mm,西北风,微风,99%
顺义,更新于：2018-08-30 23:20发布,20.7℃,0mm,东北风,微风,85%
平谷,更新于：2018-08-30 23:20发布,19.1℃,0mm,东北风,微风,96%
密云,更新于：2018-08-30 23:20发布,19.1℃,0mm,东北风,微风,100%
门头沟,更新于：2018-08-30 23:20发布,20℃,0mm,西北风,微风,91%
怀柔,更新于：2018-08-30 23:20发布,18.6℃,0mm,西北风,微风,94%
房山,更新于：2018-08-30 23:20发布,19.8℃,0mm,西南风,微风,96%
大兴,更新于：2018-08-30 23:20发布,19.2℃,0mm,西南风,微风,94%
昌平,更新于：2018-08-30 23:20发布,20.1℃,0mm,西南风,微风,82%
石景山,更新于：2018-08-30 23:20发布,19.7℃,0mm,东北风,微风,93%
海淀,更新于：2018-08-30 23:20发布,19.5℃,0mm,-,-,98%
丰台,更新于：2018-08-30 23:20发布,20.4℃,0mm,西南风,微风,93%
朝阳,更新于：2018-08-30 23:20发布,20.5℃,0mm,东北风,微风,90%
北京,更新于：2018-08-31 00:20发布,20.3℃,0mm,西北风,微风,88%
延庆,更新于：2018-08-31 00:20发布,17.5℃,0mm,东北风,微风,90%
通州,更新于：2018-08-31 00:20发布,18.8℃,0mm,-,-,99%
顺义,更新于：2018-08-31 00:20发布,20.3℃,0mm,东北风,微风,87%
平谷,更新于：2018-08-31 00:20发布,18.6℃,0mm,-,-,97%
密云,更新于：2018-08-31 00:20发布,18.9℃,0mm,东北风,微风,100%
门头沟,更新于：2018-08-31 00:20发布,19.8℃,0mm,西北风,微风,90%
怀柔,更新于：2018-08-31 00:20发布,18.3℃,0mm,东南风,微风,96%
房山,更新于：2018-08-31 00:20发布,19.3℃,0mm,东北风,微风,97%
大兴,更新于：2018-08-31 00:20发布,19.2℃,0mm,西北风,微风,95%
昌平,更新于：2018-08-31 00:20发布,19.6℃,0mm,西北风,微风,84%
石景山,更新于：2018-08-31 00:20发布,19.4℃,0mm,西北风,微风,94%
海淀,更新于：2018-08-31 00:20发布,19.7℃,0mm,-,-,97%
丰台,更新于：2018-08-31 00:20发布,20.1℃,0mm,-,-,95%
朝阳,更新于：2018-08-31 00:20发布,20.3℃,0mm,东北风,微风,91%
北京,更新于：2018-08-31 01:20发布,20.2℃,0mm,东北风,微风,89%
延庆,更新于：2018-08-31 01:20发布,17℃,0mm,东北风,微风,91%
通州,更新于：2018-08-31 01:20发布,18.5℃,0mm,西南风,微风,99%
顺义,更新于：2018-08-31 01:20发布,20℃,0mm,东北风,微风,90%
平谷,更新于：2018-08-31 01:20发布,18.3℃,0mm,东北风,微风,97%
密云,更新于：2018-08-31 01:20发布,18.5℃,0mm,东南风,微风,100%
门头沟,更新于：2018-08-31 01:20发布,19.6℃,0mm,西北风,微风,89%
怀柔,更新于：2018-08-31 01:20发布,18.3℃,0mm,西北风,微风,96%
房山,更新于：2018-08-31 01:20发布,18.9℃,0mm,西北风,微风,98%
大兴,更新于：2018-08-31 01:20发布,18.9℃,0mm,西北风,微风,95%
昌平,更新于：2018-08-31 01:20发布,19.2℃,0mm,东北风,微风,87%
石景山,更新于：2018-08-31 01:20发布,19.1℃,0mm,东北风,微风,94%
海淀,更新于：发布, , , ,-, 
丰台,更新于：2018-08-31 01:20发布,20℃,0mm,西南风,微风,95%
朝阳,更新于：2018-08-31 01:20发布,20.3℃,0mm,东北风,微风,86%
北京,更新于：2018-08-31 02:20发布,19.7℃,0mm,西南风,微风,91%
延庆,更新于：2018-08-31 02:20发布,16.5℃,0mm,东北风,微风,92%
通州,更新于：2018-08-31 02:20发布,18.3℃,0mm,西南风,微风,99%
顺义,更新于：2018-08-31 02:20发布,19.7℃,0mm,东北风,微风,89%
平谷,更新于：2018-08-31 02:20发布,17.9℃,0mm,东北风,微风,97%
密云,更新于：2018-08-31 02:20发布,17.7℃,0mm,-,-,100%
门头沟,更新于：2018-08-31 02:20发布,19.6℃,0mm,西北风,微风,89%
怀柔,更新于：2018-08-31 02:20发布,17.8℃,0mm,西北风,微风,96%
房山,更新于：2018-08-31 02:20发布,18.9℃,0mm,西北风,微风,98%
大兴,更新于：2018-08-31 02:20发布,18.9℃,0mm,西南风,微风,96%
昌平,更新于：2018-08-31 02:20发布,18.9℃,0mm,东北风,微风,87%
石景山,更新于：2018-08-31 02:20发布,18.8℃,0mm,-,-,95%
海淀,更新于：2018-08-31 02:20发布,19.3℃,0mm,-,-,98%
丰台,更新于：2018-08-31 02:20发布,19.8℃,0mm,西北风,微风,96%
朝阳,更新于：2018-08-31 02:20发布,19.5℃,0mm,-,-,91%
北京,更新于：2018-08-31 03:20发布,19.8℃,0mm,西南风,微风,90%
延庆,更新于：2018-08-31 03:20发布,16.6℃,0mm,西南风,微风,93%
通州,更新于：2018-08-31 03:20发布,19℃,0mm,西南风,微风,99%
顺义,更新于：2018-08-31 03:20发布,19.4℃,0mm,西北风,微风,90%
平谷,更新于：2018-08-31 03:20发布,17.5℃,0mm,-,-,98%
密云,更新于：2018-08-31 03:20发布,17.9℃,0mm,东北风,微风,100%
门头沟,更新于：2018-08-31 03:20发布,19.2℃,0mm,西北风,微风,90%
怀柔,更新于：2018-08-31 03:20发布,17.4℃,0mm,东北风,微风,97%
房山,更新于：2018-08-31 03:20发布,18.7℃,0mm,西北风,微风,98%
大兴,更新于：2018-08-31 03:20发布,19.2℃,0mm,西北风,微风,95%
昌平,更新于：2018-08-31 03:20发布,18.5℃,0mm,西北风,微风,88%
石景山,更新于：2018-08-31 03:20发布,18.5℃,0mm,东北风,微风,95%
海淀,更新于：2018-08-31 03:20发布,18.8℃,0mm,-,-,99%
丰台,更新于：2018-08-31 03:20发布,19.6℃,0mm,西南风,微风,95%
朝阳,更新于：2018-08-31 03:20发布,19.2℃,0mm,-,-,94%
北京,更新于：2018-08-31 04:20发布,19.5℃,0mm,西南风,微风,92%
延庆,更新于：2018-08-31 04:20发布,16.5℃,0mm,-,-,93%
通州,更新于：2018-08-31 04:20发布,18.3℃,0mm,西北风,微风,99%
顺义,更新于：2018-08-31 04:20发布,18.9℃,0mm,西北风,微风,91%
平谷,更新于：2018-08-31 04:20发布,17.1℃,0mm,-,-,98%
密云,更新于：2018-08-31 04:20发布,18.1℃,0mm,东北风,微风,100%
门头沟,更新于：2018-08-31 04:20发布,19℃,0mm,西北风,微风,90%
怀柔,更新于：2018-08-31 04:20发布,17.2℃,0mm,西北风,微风,97%
房山,更新于：2018-08-31 04:20发布,18.2℃,0mm,西北风,微风,98%
大兴,更新于：2018-08-31 04:20发布,18.8℃,0mm,-,-,96%
昌平,更新于：2018-08-31 04:20发布,18.3℃,0mm,西北风,微风,88%
石景山,更新于：2018-08-31 04:20发布,18.4℃,0mm,东北风,微风,95%
海淀,更新于：2018-08-31 04:20发布,18.6℃,0mm,-,-,99%
丰台,更新于：2018-08-31 04:20发布,19.2℃,0mm,西南风,微风,96%
朝阳,更新于：2018-08-31 04:20发布,19.2℃,0mm,-,-,94%
北京,更新于：2018-08-31 05:20发布,19.7℃,0mm,东北风,微风,93%
延庆,更新于：2018-08-31 05:20发布,16.1℃,0mm,东南风,微风,92%
通州,更新于：2018-08-31 05:20发布,18.6℃,0mm,西北风,微风,99%
顺义,更新于：2018-08-31 05:20发布,18.6℃,0mm,-,-,91%
平谷,更新于：2018-08-31 05:20发布,17℃,0mm,-,-,98%
密云,更新于：2018-08-31 05:20发布,17.8℃,0mm,-,-,100%
门头沟,更新于：2018-08-31 05:20发布,18.8℃,0mm,西北风,微风,90%
怀柔,更新于：2018-08-31 05:20发布,17.3℃,0mm,东南风,微风,96%
房山,更新于：2018-08-31 05:20发布,18.4℃,0mm,东北风,微风,98%
大兴,更新于：2018-08-31 05:20发布,18.6℃,0mm,-,-,97%
昌平,更新于：2018-08-31 05:20发布,18.3℃,0mm,西北风,微风,89%
石景山,更新于：2018-08-31 05:20发布,18.5℃,0mm,东北风,微风,96%
海淀,更新于：2018-08-31 05:20发布,18.8℃,0mm,东北风,微风,99%
丰台,更新于：2018-08-31 05:20发布,19.3℃,0mm,-,-,96%
朝阳,更新于：2018-08-31 05:20发布,19.9℃,0mm,东北风,微风,89%
北京,更新于：2018-08-31 06:20发布,20.3℃,0mm,东北风,微风,88%
延庆,更新于：2018-08-31 06:20发布,16℃,0mm,东北风,微风,93%
通州,更新于：2018-08-31 06:20发布,18.8℃,0mm,西北风,微风,99%
顺义,更新于：2018-08-31 06:20发布,18.9℃,0mm,东北风,微风,89%
平谷,更新于：2018-08-31 06:20发布,17.5℃,0mm,东北风,微风,98%
密云,更新于：2018-08-31 06:20发布,17.9℃,0mm,东北风,微风,100%
门头沟,更新于：2018-08-31 06:20发布,19.4℃,0mm,西北风,微风,86%
怀柔,更新于：2018-08-31 06:20发布,17.6℃,0mm,东北风,微风,97%
房山,更新于：2018-08-31 06:20发布,18.9℃,0mm,西北风,微风,98%
大兴,更新于：2018-08-31 06:20发布,19.2℃,0mm,西北风,微风,97%
昌平,更新于：2018-08-31 06:20发布,18.4℃,0mm,西北风,微风,89%
石景山,更新于：2018-08-31 06:20发布,19.1℃,0mm,西南风,微风,96%
海淀,更新于：2018-08-31 06:20发布,19.2℃,0mm,东北风,微风,99%
丰台,更新于：2018-08-31 06:20发布,20℃,0mm,西北风,微风,96%
朝阳,更新于：2018-08-31 06:20发布,19.6℃,0mm,东北风,微风,92%
北京,更新于：2018-08-31 07:20发布,22.5℃,0mm,东北风,微风,76%
延庆,更新于：2018-08-31 07:20发布,17.4℃,0mm,西南风,微风,88%
通州,更新于：2018-08-31 07:20发布,20.6℃,0mm,西北风,微风,95%
顺义,更新于：2018-08-31 07:20发布,21.2℃,0mm,东北风,微风,80%
平谷,更新于：2018-08-31 07:20发布,19.5℃,0mm,东北风,微风,92%
密云,更新于：2018-08-31 07:20发布,19.9℃,0mm,东南风,微风,99%
门头沟,更新于：2018-08-31 07:20发布,20.9℃,0mm,西北风,微风,80%
怀柔,更新于：2018-08-31 07:20发布,20.3℃,0mm,东北风,微风,87%
房山,更新于：2018-08-31 07:20发布,20.7℃,0mm,西北风,微风,97%
大兴,更新于：2018-08-31 07:20发布,21.5℃,0mm,西北风,微风,88%
昌平,更新于：2018-08-31 07:20发布,20.5℃,0mm,西北风,微风,83%
石景山,更新于：2018-08-31 07:20发布,20.9℃,0mm,东南风,微风,87%
海淀,更新于：2018-08-31 07:20发布,20℃,0mm,东北风,微风,97%
丰台,更新于：2018-08-31 07:20发布,22.4℃,0mm,西北风,微风,79%
朝阳,更新于：2018-08-31 07:20发布,22℃,0mm,东北风,微风,81%
北京,更新于：2018-08-31 08:20发布,23.7℃,0mm,东北风,微风,68%
延庆,更新于：2018-08-31 08:20发布,19.3℃,0mm,西北风,微风,81%
通州,更新于：2018-08-31 08:20发布,22.6℃,0mm,西北风,微风,84%
顺义,更新于：2018-08-31 08:20发布,22.6℃,0mm,西北风,微风,76%
平谷,更新于：2018-08-31 08:20发布,22.2℃,0mm,东南风,微风,78%
密云,更新于：2018-08-31 08:20发布,22.2℃,0mm,东北风,微风,87%
门头沟,更新于：2018-08-31 08:20发布,22.8℃,0mm,西北风,微风,71%
怀柔,更新于：2018-08-31 08:20发布,22.7℃,0mm,东北风,微风,76%
房山,更新于：2018-08-31 08:20发布,23.1℃,0mm,东北风,微风,77%
大兴,更新于：2018-08-31 08:20发布,24.6℃,0mm,东北风,微风,71%
昌平,更新于：2018-08-31 08:20发布,22.5℃,0mm,西北风,微风,77%
石景山,更新于：2018-08-31 08:20发布,23.7℃,0mm,东北风,微风,70%
海淀,更新于：2018-08-31 08:20发布,22.2℃,0mm,东北风,微风,90%
丰台,更新于：2018-08-31 08:20发布,24.3℃,0mm,西南风,微风,70%
朝阳,更新于：2018-08-31 08:20发布,22.8℃,0mm,东北风,微风,77%
北京,更新于：2018-08-31 09:20发布,25.5℃,0mm,东北风,微风,61%
延庆,更新于：2018-08-31 09:20发布,22.3℃,0mm,东北风,微风,72%
通州,更新于：2018-08-31 09:20发布,24.5℃,0mm,西北风,微风,75%
顺义,更新于：2018-08-31 09:20发布,24.7℃,0mm,东北风,微风,71%
平谷,更新于：2018-08-31 09:20发布,24.5℃,0mm,西北风,微风,68%
密云,更新于：2018-08-31 09:20发布,24.5℃,0mm,东北风,微风,77%
门头沟,更新于：2018-08-31 09:20发布,25℃,0mm,西北风,微风,63%
怀柔,更新于：2018-08-31 09:20发布,24.3℃,0mm,东北风,微风,74%
房山,更新于：2018-08-31 09:20发布,25.1℃,0mm,西北风,微风,66%
大兴,更新于：2018-08-31 09:20发布,25.8℃,0mm,东北风,微风,64%
昌平,更新于：2018-08-31 09:20发布,25℃,0mm,西南风,微风,63%
石景山,更新于：2018-08-31 09:20发布,25.9℃,0mm,东南风,微风,61%
海淀,更新于：2018-08-31 09:20发布,25.3℃,0mm,东北风,微风,66%
丰台,更新于：2018-08-31 09:20发布,26.2℃,0mm,东北风,微风,61%
朝阳,更新于：2018-08-31 09:20发布,25.9℃,0mm,西北风,微风,63%
北京,更新于：2018-08-31 11:20发布,28.1℃,0mm,东北风,微风,52%
延庆,更新于：2018-08-31 11:20发布,25.8℃,0mm,东北风,微风,63%
通州,更新于：2018-08-31 11:20发布,27.4℃,0mm,东北风,微风,62%
顺义,更新于：2018-08-31 11:20发布,28.4℃,0mm,东北风,微风,54%
平谷,更新于：2018-08-31 11:20发布,28.4℃,0mm,西北风,微风,53%
密云,更新于：2018-08-31 11:20发布,27.9℃,0mm,东北风,微风,62%
门头沟,更新于：2018-08-31 11:20发布,28.4℃,0mm,东北风,微风,52%
怀柔,更新于：2018-08-31 11:20发布,28.5℃,0mm,东北风,微风,53%
房山,更新于：2018-08-31 11:20发布,28.2℃,0mm,东北风,微风,53%
大兴,更新于：2018-08-31 11:20发布,28.5℃,0mm,东南风,微风,50%
昌平,更新于：2018-08-31 11:20发布,28.3℃,0mm,西南风,微风,52%
石景山,更新于：2018-08-31 11:20发布,28.1℃,0mm,东北风,微风,52%
海淀,更新于：2018-08-31 11:20发布,28.8℃,0mm,东北风,微风,50%
丰台,更新于：2018-08-31 11:20发布,29℃,0mm,东北风,微风,50%
朝阳,更新于：2018-08-31 11:20发布,27.5℃,0mm,东北风,微风,57%
北京,更新于：2018-08-31 12:20发布,28.7℃,0mm,西北风,微风,49%
延庆,更新于：2018-08-31 12:20发布,27.2℃,0mm,西北风,微风,58%
通州,更新于：2018-08-31 12:20发布,29℃,0mm,东北风,微风,55%
顺义,更新于：2018-08-31 12:20发布,29.5℃,0mm,东南风,微风,48%
平谷,更新于：2018-08-31 12:20发布,29.7℃,0mm,西南风,微风,46%
密云,更新于：2018-08-31 12:20发布,29.1℃,0mm,东南风,微风,55%
门头沟,更新于：2018-08-31 12:20发布,29.4℃,0mm,东南风,微风,44%
怀柔,更新于：2018-08-31 12:20发布,29.7℃,0mm,东南风,微风,48%
房山,更新于：2018-08-31 12:20发布,29℃,0mm,西北风,微风,51%
大兴,更新于：2018-08-31 12:20发布,28.9℃,0mm,西北风,微风,48%
昌平,更新于：2018-08-31 12:20发布,29℃,0mm,西南风,微风,48%
石景山,更新于：2018-08-31 12:20发布,29.1℃,0mm,东北风,微风,48%
海淀,更新于：2018-08-31 12:20发布,30℃,0mm,东北风,微风,48%
